t,x,y,z
23.16,-1.508798828,-0.4304427693,0
23.17,-1.507563384,-0.4308072457,0
23.18,-1.506328312,-0.4311704208,0
23.19,-1.505093602,-0.431532302,0
23.2,-1.503859244,-0.4318928965,0
23.21,-1.502625225,-0.4322522119,0
23.22,-1.501391536,-0.4326102555,0
23.23,-1.500158162,-0.4329670348,0
23.24,-1.498925093,-0.4333225573,0
23.25,-1.497692315,-0.4336768304,0
23.26,-1.496459815,-0.4340298619,0
23.27,-1.49522758,-0.4343816593,0
23.28,-1.493995596,-0.4347322301,0
23.29,-1.492763848,-0.435081582,0
23.3,-1.491532323,-0.4354297228,0
23.31,-1.490301004,-0.43577666,0
23.32,-1.489069878,-0.4361224013,0
23.33,-1.487838928,-0.4364669545,0
23.34,-1.486608138,-0.4368103273,0
23.35,-1.485377492,-0.4371525273,0
23.36,-1.484146974,-0.4374935623,0
23.37,-1.482916567,-0.4378334401,0
23.38,-1.481686252,-0.4381721683,0
23.39,-1.480456014,-0.4385097548,0
23.4,-1.479225833,-0.4388462071,0
23.41,-1.477995692,-0.439181533,0
23.42,-1.476765572,-0.4395157403,0
23.43,-1.475535454,-0.4398488366,0
23.44,-1.47430532,-0.4401808297,0
23.45,-1.473075149,-0.4405117271,0
23.46,-1.471844923,-0.4408415365,0
23.47,-1.470614621,-0.4411702655,0
23.48,-1.469384223,-0.4414979218,0
23.49,-1.468153709,-0.441824513,0
23.5,-1.466923058,-0.4421500465,0
23.51,-1.465692248,-0.4424745299,0
23.52,-1.464461259,-0.4427979707,0
23.53,-1.46323007,-0.4431203764,0
23.54,-1.461998658,-0.4434417544,0
23.55,-1.460767001,-0.443762112,0
23.56,-1.459535078,-0.4440814566,0
23.57,-1.458302866,-0.4443997955,0
23.58,-1.457070343,-0.4447171359,0
23.59,-1.455837485,-0.4450334851,0
23.6,-1.454604271,-0.4453488503,0
23.61,-1.453370676,-0.4456632385,0
23.62,-1.452136677,-0.4459766567,0
23.63,-1.450902252,-0.4462891121,0
23.64,-1.449667376,-0.4466006115,0
23.65,-1.448432026,-0.4469111619,0
23.66,-1.447196177,-0.44722077,0
23.67,-1.445959806,-0.4475294427,0
23.68,-1.444722888,-0.4478371866,0
23.69,-1.4434854,-0.4481440083,0
23.7,-1.442247316,-0.4484499145,0
23.71,-1.441008612,-0.4487549116,0
23.72,-1.439769264,-0.4490590061,0
23.73,-1.438529247,-0.4493622043,0
23.74,-1.437288536,-0.4496645125,0
23.75,-1.436047107,-0.4499659369,0
23.76,-1.434804933,-0.4502664835,0
23.77,-1.433561991,-0.4505661586,0
23.78,-1.432318256,-0.450864968,0
23.79,-1.431073702,-0.4511629176,0
23.8,-1.429828304,-0.4514600131,0
23.81,-1.428582037,-0.4517562604,0
23.82,-1.427334876,-0.452051665,0
23.83,-1.426086796,-0.4523462324,0
23.84,-1.424837772,-0.4526399681,0
23.85,-1.423587779,-0.4529328774,0
23.86,-1.422336792,-0.4532249656,0
23.87,-1.421084785,-0.4535162379,0
23.88,-1.419831735,-0.4538066992,0
23.89,-1.418577615,-0.4540963545,0
23.9,-1.417322401,-0.4543852088,0
23.91,-1.416066068,-0.4546732667,0
23.92,-1.414808592,-0.4549605329,0
23.93,-1.413549948,-0.455247012,0
23.94,-1.412290111,-0.4555327084,0
23.95,-1.411029057,-0.4558176264,0
23.96,-1.409766762,-0.4561017703,0
23.97,-1.408503201,-0.4563851443,0
23.98,-1.407238351,-0.4566677522,0
23.99,-1.405972188,-0.4569495981,0
24,-1.404704688,-0.4572306857,0
24.01,-1.403435827,-0.4575110186,0
24.02,-1.402165582,-0.4577906006,0
24.03,-1.40089393,-0.4580694349,0
24.04,-1.399620848,-0.458347525,0
24.05,-1.398346313,-0.4586248741,0
24.06,-1.397070302,-0.4589014852,0
24.07,-1.395792794,-0.4591773614,0
24.08,-1.394513765,-0.4594525054,0
24.09,-1.393233195,-0.4597269202,0
24.1,-1.391951061,-0.4600006082,0
24.11,-1.390667341,-0.4602735719,0
24.12,-1.389382016,-0.4605458139,0
24.13,-1.388095064,-0.4608173362,0
24.14,-1.386806464,-0.4610881411,0
24.15,-1.385516196,-0.4613582305,0
24.16,-1.38422424,-0.4616276064,0
24.17,-1.382930576,-0.4618962704,0
24.18,-1.381635186,-0.4621642243,0
24.19,-1.38033805,-0.4624314695,0
24.2,-1.379039149,-0.4626980074,0
24.21,-1.377738465,-0.4629638394,0
24.22,-1.37643598,-0.4632289664,0
24.23,-1.375131676,-0.4634933895,0
24.24,-1.373825537,-0.4637571096,0
24.25,-1.372517545,-0.4640201274,0
24.26,-1.371207683,-0.4642824435,0
24.27,-1.369895936,-0.4645440585,0
24.28,-1.368582288,-0.4648049727,0
24.29,-1.367266724,-0.4650651863,0
24.3,-1.365949229,-0.4653246994,0
24.31,-1.364629788,-0.4655835121,0
24.32,-1.363308387,-0.4658416241,0
24.33,-1.361985013,-0.4660990351,0
24.34,-1.360659652,-0.4663557449,0
24.35,-1.359332293,-0.4666117528,0
24.36,-1.358002923,-0.4668670582,0
24.37,-1.35667153,-0.4671216602,0
24.38,-1.355338102,-0.4673755581,0
24.39,-1.35400263,-0.4676287506,0
24.4,-1.352665103,-0.4678812368,0
24.41,-1.351325512,-0.4681330152,0
24.42,-1.349983846,-0.4683840844,0
24.43,-1.348640098,-0.468634443,0
24.44,-1.347294259,-0.4688840892,0
24.45,-1.345946321,-0.4691330213,0
24.46,-1.344596278,-0.4693812373,0
24.47,-1.343244123,-0.4696287352,0
24.48,-1.34188985,-0.4698755128,0
24.49,-1.340533453,-0.4701215679,0
24.5,-1.339174928,-0.4703668981,0
24.51,-1.33781427,-0.4706115008,0
24.52,-1.336451475,-0.4708553734,0
24.53,-1.335086541,-0.4710985132,0
24.54,-1.333719465,-0.4713409173,0
24.55,-1.332350244,-0.4715825827,0
24.56,-1.330978878,-0.4718235063,0
24.57,-1.329605365,-0.4720636849,0
24.58,-1.328229706,-0.4723031152,0
24.59,-1.326851901,-0.4725417937,0
24.6,-1.325471951,-0.4727797169,0
24.61,-1.324089857,-0.4730168812,0
24.62,-1.322705622,-0.4732532828,0
24.63,-1.321319249,-0.4734889178,0
24.64,-1.319930742,-0.4737237823,0
24.65,-1.318540104,-0.4739578722,0
24.66,-1.317147341,-0.4741911833,0
24.67,-1.315752457,-0.4744237115,0
24.68,-1.31435546,-0.4746554522,0
24.69,-1.312956356,-0.4748864011,0
24.7,-1.311555152,-0.4751165537,0
24.71,-1.310151856,-0.4753459052,0
24.72,-1.308746478,-0.4755744509,0
24.73,-1.307339027,-0.4758021861,0
24.74,-1.305929512,-0.4760291057,0
24.75,-1.304517945,-0.4762552049,0
24.76,-1.303104337,-0.4764804786,0
24.77,-1.3016887,-0.4767049215,0
24.78,-1.300271047,-0.4769285286,0
24.79,-1.298851391,-0.4771512944,0
24.8,-1.297429747,-0.4773732136,0
24.81,-1.296006129,-0.4775942807,0
24.82,-1.294580553,-0.4778144903,0
24.83,-1.293153035,-0.4780338368,0
24.84,-1.291723592,-0.4782523145,0
24.85,-1.290292241,-0.4784699177,0
24.86,-1.288859001,-0.4786866406,0
24.87,-1.287423891,-0.4789024776,0
24.88,-1.28598693,-0.4791174225,0
24.89,-1.284548138,-0.4793314697,0
24.9,-1.283107536,-0.479544613,0
24.91,-1.281665146,-0.4797568465,0
24.92,-1.280220991,-0.4799681642,0
24.93,-1.278775093,-0.4801785599,0
24.94,-1.277327475,-0.4803880276,0
24.95,-1.275878163,-0.480596561,0
24.96,-1.27442718,-0.4808041541,0
24.97,-1.272974553,-0.4810108005,0
24.98,-1.271520309,-0.4812164942,0
24.99,-1.270064473,-0.4814212287,0
25,-1.268607074,-0.4816249979,0
25.01,-1.267148139,-0.4818277956,0
25.02,-1.265687699,-0.4820296153,0
25.03,-1.264225781,-0.4822304509,0
25.04,-1.262762417,-0.482430296,0
25.05,-1.261297638,-0.4826291444,0
25.06,-1.259831474,-0.4828269898,0
25.07,-1.258363958,-0.483023826,0
25.08,-1.256895123,-0.4832196466,0
25.09,-1.255425001,-0.4834144455,0
25.1,-1.253953628,-0.4836082165,0
25.11,-1.252481037,-0.4838009534,0
25.12,-1.251007263,-0.48399265,0
25.13,-1.249532343,-0.4841833002,0
25.14,-1.248056312,-0.484372898,0
25.15,-1.246579208,-0.4845614373,0
25.16,-1.245101067,-0.4847489121,0
25.17,-1.243621929,-0.4849353165,0
25.18,-1.242141831,-0.4851206446,0
25.19,-1.240660812,-0.4853048905,0
25.2,-1.239178913,-0.4854880486,0
25.21,-1.237696174,-0.485670113,0
25.22,-1.236212634,-0.4858510781,0
25.23,-1.234728336,-0.4860309384,0
25.24,-1.23324332,-0.4862096884,0
25.25,-1.23175763,-0.4863873225,0
25.26,-1.230271308,-0.4865638355,0
25.27,-1.228784397,-0.4867392221,0
25.28,-1.22729694,-0.486913477,0
25.29,-1.225808982,-0.4870865951,0
25.3,-1.224320567,-0.4872585715,0
25.31,-1.22283174,-0.4874294012,0
25.32,-1.221342547,-0.4875990794,0
25.33,-1.219853032,-0.4877676012,0
25.34,-1.218363243,-0.4879349621,0
25.35,-1.216873225,-0.4881011575,0
25.36,-1.215383026,-0.488266183,0
25.37,-1.213892693,-0.4884300341,0
25.38,-1.212402273,-0.4885927067,0
25.39,-1.210911814,-0.4887541966,0
25.4,-1.209421364,-0.4889144998,0
25.41,-1.207930973,-0.4890736124,0
25.42,-1.206440688,-0.4892315306,0
25.43,-1.204950559,-0.4893882507,0
25.44,-1.203460635,-0.4895437692,0
25.45,-1.201970966,-0.4896980825,0
25.46,-1.200481602,-0.4898511874,0
25.47,-1.198992592,-0.4900030806,0
25.48,-1.197503988,-0.4901537591,0
25.49,-1.196015839,-0.49030322,0
25.5,-1.194528196,-0.4904514603,0
25.51,-1.19304111,-0.4905984773,0
25.52,-1.191554632,-0.4907442686,0
25.53,-1.190068813,-0.4908888316,0
25.54,-1.188583704,-0.4910321641,0
25.55,-1.187099357,-0.4911742638,0
25.56,-1.185615824,-0.4913151287,0
25.57,-1.184133155,-0.4914547568,0
25.58,-1.182651402,-0.4915931465,0
25.59,-1.181170617,-0.491730296,0
25.6,-1.179690853,-0.4918662038,0
25.61,-1.178212159,-0.4920008685,0
25.62,-1.176734589,-0.492134289,0
25.63,-1.175258193,-0.4922664641,0
25.64,-1.173783024,-0.4923973928,0
25.65,-1.172309133,-0.4925270743,0
25.66,-1.170836572,-0.492655508,0
25.67,-1.169365392,-0.4927826933,0
25.68,-1.167895644,-0.4929086298,0
25.69,-1.166427381,-0.4930333172,0
25.7,-1.164960653,-0.4931567555,0
25.71,-1.163495511,-0.4932789445,0
25.72,-1.162032006,-0.4933998846,0
25.73,-1.16057019,-0.493519576,0
25.74,-1.159110111,-0.4936380191,0
25.75,-1.157651822,-0.4937552145,0
25.76,-1.156195372,-0.493871163,0
25.77,-1.15474081,-0.4939858654,0
25.78,-1.153288187,-0.4940993227,0
25.79,-1.151837552,-0.4942115361,0
25.8,-1.150388955,-0.4943225069,0
25.81,-1.148942443,-0.4944322365,0
25.82,-1.147498065,-0.4945407264,0
25.83,-1.14605587,-0.4946479784,0
25.84,-1.144615906,-0.4947539943,0
25.85,-1.14317822,-0.4948587761,0
25.86,-1.141742858,-0.494962326,0
25.87,-1.140309869,-0.4950646461,0
25.88,-1.138879297,-0.4951657389,0
25.89,-1.13745119,-0.4952656069,0
25.9,-1.136025592,-0.4953642528,0
25.91,-1.134602548,-0.4954616794,0
25.92,-1.133182103,-0.4955578896,0
25.93,-1.131764301,-0.4956528864,0
25.94,-1.130349186,-0.4957466731,0
25.95,-1.1289368,-0.4958392531,0
25.96,-1.127527186,-0.4959306297,0
25.97,-1.126120386,-0.4960208065,0
25.98,-1.12471644,-0.4961097873,0
25.99,-1.123315391,-0.4961975759,0
26,-1.121917278,-0.4962841762,0
26.01,-1.120522141,-0.4963695923,0
26.02,-1.119130018,-0.4964538286,0
26.03,-1.117740948,-0.4965368891,0
26.04,-1.116354969,-0.4966187785,0
26.05,-1.114972117,-0.4966995013,0
26.06,-1.113592429,-0.4967790622,0
26.07,-1.112215941,-0.496857466,0
26.08,-1.110842686,-0.4969347175,0
26.09,-1.1094727,-0.4970108218,0
26.1,-1.108106016,-0.497085784,0
26.11,-1.106742666,-0.4971596095,0
26.12,-1.105382682,-0.4972323034,0
26.13,-1.104026095,-0.4973038713,0
26.14,-1.102672936,-0.4973743188,0
26.15,-1.101323234,-0.4974436515,0
26.16,-1.099977017,-0.497511875,0
26.17,-1.098634314,-0.4975789954,0
26.18,-1.097295151,-0.4976450186,0
26.19,-1.095959554,-0.4977099505,0
26.2,-1.094627549,-0.4977737974,0
26.21,-1.09329916,-0.4978365654,0
26.22,-1.091974409,-0.4978982609,0
26.23,-1.09065332,-0.4979588902,0
26.24,-1.089335915,-0.4980184599,0
26.25,-1.088022213,-0.4980769765,0
26.26,-1.086712234,-0.4981344467,0
26.27,-1.085405997,-0.4981908771,0
